1799,Leicester,Liverpool,2,0,H,0,0,D,9,8,7,3,9,7,4,7,1,1,0,0
1800,Man City,Southampton,0,1,A,0,0,D,15,6,7,1,15,15,5,6,1,1,0,0
1801,Middlesbrough,Charlton,0,0,D,0,0,D,8,11,2,8,13,12,4,5,1,1,0,0
1802,Ipswich,Bradford,3,1,H,0,1,A,21,7,8,5,13,14,7,2,0,4,0,0
1803,Sunderland,Aston Villa,1,1,D,0,0,D,18,6,12,2,17,18,5,3,1,2,0,0
1804,West Ham,Chelsea,0,2,A,0,2,A,7,17,2,6,12,9,1,0,2,2,0,0
1805,Aston Villa,Ipswich,2,1,H,0,1,A,9,8,5,3,15,11,6,2,1,1,0,0
1806,Bradford,Man City,2,2,D,0,1,A,16,10,7,3,13,12,3,3,2,1,0,0
1807,Charlton,Leeds,1,2,A,1,1,D,7,7,3,5,19,13,2,5,3,5,0,0
1808,Chelsea,Sunderland,2,4,A,2,1,H,14,11,6,7,15,26,4,5,0,0,0,0
1809,Man United,Leicester,2,0,H,0,0,D,19,5,8,2,11,13,14,2,1,1,0,0
1810,Newcastle,Middlesbrough,1,2,A,0,2,A,16,7,5,4,14,19,5,1,0,3,0,1
1811,Southampton,Everton,1,0,H,0,0,D,17,5,5,1,13,18,6,6,1,1,0,0
1812,Tottenham,Coventry,3,0,H,2,0,H,12,11,4,5,13,10,5,8,0,1,0,0
1813,West Ham,Ipswich,0,1,A,0,0,D,5,13,2,5,14,8,4,5,0,0,0,0
1814,Aston Villa,Arsenal,0,0,D,0,0,D,4,14,2,5,16,13,3,3,2,2,0,1
1815,Liverpool,Derby,1,1,D,0,1,A,18,7,8,4,11,9,9,3,2,2,0,0
1816,Arsenal,Tottenham,2,0,H,0,0,D,25,4,19,3,5,6,12,2,0,1,0,0
1817,Bradford,Newcastle,2,2,D,2,1,H,22,14,8,7,17,23,10,8,0,1,0,0
1818,Chelsea,Middlesbrough,2,1,H,1,0,H,17,7,5,3,19,10,4,3,2,1,0,0
1819,Coventry,Derby,2,0,H,1,0,H,12,14,7,8,12,16,9,4,0,1,1,0
1820,Liverpool,Man United,2,0,H,2,0,H,15,9,6,3,8,8,6,4,1,1,1,0
1821,Man City,Aston Villa,1,3,A,1,2,A,12,8,6,7,18,13,9,2,6,4,1,0
1822,Sunderland,Leeds,0,2,A,0,1,A,14,7,8,4,17,10,8,4,2,2,0,1
1823,West Ham,Everton,0,2,A,0,1,A,17,10,6,7,16,16,8,2,3,2,1,0
1824,Charlton,Leicester,2,0,H,1,0,H,16,5,9,1,12,9,6,2,2,2,0,0
1825,Southampton,Ipswich,0,3,A,0,1,A,11,11,3,5,17,15,6,7,2,1,0,0
1826,Aston Villa,Leicester,2,1,H,1,1,D,9,6,5,2,11,12,10,3,2,2,0,0
1827,Aston Villa,West Ham,2,2,D,0,0,D,6,7,4,5,5,3,5,3,1,3,0,0
1828,Derby,Chelsea,0,4,A,0,0,D,3,10,2,7,13,7,1,9,1,1,0,0
1829,Leeds,Southampton,2,0,H,1,0,H,15,6,7,2,10,11,10,1,0,0,0,0
1830,Leicester,Coventry,1,3,A,1,2,A,9,15,4,5,9,19,4,9,3,2,0,0
1831,Everton,Man City,3,1,H,2,1,H,11,13,7,5,17,18,8,8,0,3,1,1
1832,Middlesbrough,Sunderland,0,0,D,0,0,D,12,12,6,4,22,22,3,2,5,3,1,0
1833,Ipswich,Liverpool,1,1,D,0,0,D,8,7,5,2,10,15,6,1,0,0,0,0
1834,Man United,Charlton,2,1,H,1,0,H,23,3,8,2,8,9,12,4,1,1,0,0
1835,Tottenham,Bradford,2,1,H,1,1,D,17,10,13,5,13,9,5,7,1,1,0,0
1836,Man City,Arsenal,0,4,A,0,4,A,7,15,2,8,10,8,7,3,2,0,0,0
1837,Bradford,Charlton,2,0,H,0,0,D,4,3,8,8,13,21,3,7,1,3,0,0
1838,Liverpool,Leeds,1,2,A,0,2,A,11,9,5,3,19,16,8,2,3,1,1,0
1839,Arsenal,Middlesbrough,0,3,A,0,2,A,17,6,8,2,13,11,9,0,1,1,0,0
1840,Aston Villa,Everton,2,1,H,1,1,D,8,5,5,3,13,14,5,3,0,3,0,0
1841,Chelsea,Southampton,1,0,H,1,0,H,14,9,8,5,11,19,7,6,3,3,0,0
1842,Ipswich,Newcastle,1,0,H,0,0,D,14,6,5,2,6,13,9,3,0,1,0,1
1843,Leicester,Man City,1,2,A,1,1,D,15,8,9,3,13,26,5,1,2,3,0,0
1844,Man United,Coventry,4,2,H,2,2,D,28,9,13,4,9,18,9,2,1,4,0,0
1845,Sunderland,Tottenham,2,3,A,2,0,H,13,8,4,6,12,15,3,3,1,2,0,0
1846,West Ham,Derby,3,1,H,3,0,H,18,6,10,3,10,18,3,5,0,2,0,0
1847,Coventry,Sunderland,1,0,H,1,0,H,14,6,9,3,15,21,6,3,3,0,0,0
1848,Derby,Leicester,2,0,H,1,0,H,10,7,6,4,17,16,5,6,0,0,0,0
1849,Everton,Liverpool,2,3,A,1,1,D,10,10,7,6,19,15,2,5,4,2,1,0
1850,Middlesbrough,Ipswich,1,2,A,1,0,H,4,12,1,5,8,8,5,4,0,0,0,0
1851,Newcastle,West Ham,2,1,H,1,0,H,20,13,14,6,19,9,7,5,0,0,0,0
1852,Charlton,Aston Villa,3,3,D,2,0,H,12,11,5,8,10,15,5,7,3,4,1,0
1853,Tottenham,Chelsea,0,3,A,0,1,A,5,16,1,10,14,11,2,5,2,2,1,0
1854,Arsenal,Everton,4,1,H,1,1,D,10,4,8,2,7,13,10,0,0,2,0,1
1855,Aston Villa,Southampton,0,0,D,0,0,D,9,3,2,3,10,15,4,5,1,2,0,0
1856,Bradford,Derby,2,0,H,1,0,H,15,12,9,3,14,13,3,8,0,2,0,1
