5999,Coventry,Derby,2,0,H,1,0,H,12,14,7,8,12,16,9,4,0,1,1,0
6000,Liverpool,Man United,2,0,H,2,0,H,15,9,6,3,8,8,6,4,1,1,1,0
6001,Man City,Aston Villa,1,3,A,1,2,A,12,8,6,7,18,13,9,2,6,4,1,0
6002,Sunderland,Leeds,0,2,A,0,1,A,14,7,8,4,17,10,8,4,2,2,0,1
6003,West Ham,Everton,0,2,A,0,1,A,17,10,6,7,16,16,8,2,3,2,1,0
6004,Charlton,Leicester,2,0,H,1,0,H,16,5,9,1,12,9,6,2,2,2,0,0
6005,Southampton,Ipswich,0,3,A,0,1,A,11,11,3,5,17,15,6,7,2,1,0,0
6006,Aston Villa,Leicester,2,1,H,1,1,D,9,6,5,2,11,12,10,3,2,2,0,0
6007,Aston Villa,West Ham,2,2,D,0,0,D,6,7,4,5,5,3,5,3,1,3,0,0
6008,Derby,Chelsea,0,4,A,0,0,D,3,10,2,7,13,7,1,9,1,1,0,0
6009,Leeds,Southampton,2,0,H,1,0,H,15,6,7,2,10,11,10,1,0,0,0,0
6010,Leicester,Coventry,1,3,A,1,2,A,9,15,4,5,9,19,4,9,3,2,0,0
6011,Everton,Man City,3,1,H,2,1,H,11,13,7,5,17,18,8,8,0,3,1,1
6012,Middlesbrough,Sunderland,0,0,D,0,0,D,12,12,6,4,22,22,3,2,5,3,1,0
6013,Ipswich,Liverpool,1,1,D,0,0,D,8,7,5,2,10,15,6,1,0,0,0,0
6014,Man United,Charlton,2,1,H,1,0,H,23,3,8,2,8,9,12,4,1,1,0,0
6015,Tottenham,Bradford,2,1,H,1,1,D,17,10,13,5,13,9,5,7,1,1,0,0
6016,Man City,Arsenal,0,4,A,0,4,A,7,15,2,8,10,8,7,3,2,0,0,0
6017,Bradford,Charlton,2,0,H,0,0,D,4,3,8,8,13,21,3,7,1,3,0,0
6018,Liverpool,Leeds,1,2,A,0,2,A,11,9,5,3,19,16,8,2,3,1,1,0
6019,Arsenal,Middlesbrough,0,3,A,0,2,A,17,6,8,2,13,11,9,0,1,1,0,0
